reaction	linear_coefficient
PG180abcpp	[0.00830370577334962, 0.02705550994700421, 0.011365747556675581, 0.03707846662364928, 0.006336814912170761, 0.023941259389245458]
pg181abcpp	[0.00830370577334962, 0.02705550994700421, 0.011365747556675581, 0.03707846662364928, 0.006336814912170761, 0.023941259389245458]
PGAMT	[0.022176286590291545, 0.030971923497085663, 0.03492234869045396, 0.03968227562111614, 0.017356935556755094, 0.026299334509430207]
PGCD	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
PGI	[0.022176286590291545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.012946130767033662, 0.023941259389245458]
PGK	[0.017685392232872545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.01219371188575561, 0.023941259389245458]
PGL	[0.022176286590291545, 0.02705550994700421, 0.03416717326631009, 0.03968227562111614, 0.017356935556755094, 0.023941259389245458]
PGLYCP	[0.11153286591932372, 0.34229975224300524, 0.06394788152488719, 0.2982258252809436, 0.032628724684102745, 0.0450693979142673]
PGM	[0.022176286590291545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.017356935556755094, 0.023941259389245458]
PGMT1	[0.022176286590291545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.017356935556755094, 0.023941259389245458]
PGMT2	[0.022176286590291545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.017356935556755094, 0.023941259389245458]
PGP120abcpp	[0.00830370577334962, 0.02705550994700421, 0.011365747556675581, 0.03707846662364928, 0.006336814912170761, 0.023941259389245458]
PGP140abcpp	[0.00830370577334962, 0.02705550994700421, 0.011365747556675581, 0.03707846662364928, 0.006336814912170761, 0.023941259389245458]
PGP141abcpp	[0.00830370577334962, 0.02705550994700421, 0.011365747556675581, 0.03707846662364928, 0.006336814912170761, 0.023941259389245458]
PGP160abcpp	[0.00830370577334962, 0.02705550994700421, 0.011365747556675581, 0.03707846662364928, 0.006336814912170761, 0.023941259389245458]
pgp161abcpp	[0.00830370577334962, 0.02705550994700421, 0.011365747556675581, 0.03707846662364928, 0.006336814912170761, 0.023941259389245458]
PGP180abcpp	[0.00830370577334962, 0.02705550994700421, 0.011365747556675581, 0.03707846662364928, 0.006336814912170761, 0.023941259389245458]
pgp181abcpp	[0.00830370577334962, 0.02705550994700421, 0.011365747556675581, 0.03707846662364928, 0.006336814912170761, 0.023941259389245458]
PGPP120	[0.11153286591932372, 0.34229975224300524, 0.1488685759947439, 0.28450674934064935, 0.08009096570653995, 0.3562912645158765]
PGPP120pp	[0.11153286591932372, 0.34229975224300524, 0.1488685759947439, 0.28450674934064935, 0.08009096570653995, 0.3562912645158765]
PGPP140	[0.11153286591932372, 0.34229975224300524, 0.1488685759947439, 0.28450674934064935, 0.08009096570653995, 0.3562912645158765]
PGPP140pp	[0.11153286591932372, 0.34229975224300524, 0.1488685759947439, 0.28450674934064935, 0.08009096570653995, 0.3562912645158765]
PGPP141	[0.11153286591932372, 0.34229975224300524, 0.1488685759947439, 0.28450674934064935, 0.08009096570653995, 0.3562912645158765]
PGPP141pp	[0.11153286591932372, 0.34229975224300524, 0.1488685759947439, 0.28450674934064935, 0.08009096570653995, 0.3562912645158765]
PGPP160	[0.11153286591932372, 0.34229975224300524, 0.1488685759947439, 0.28450674934064935, 0.08009096570653995, 0.3562912645158765]
PGPP160pp	[0.11153286591932372, 0.34229975224300524, 0.1488685759947439, 0.28450674934064935, 0.08009096570653995, 0.3562912645158765]
PGPP161a	[0.11153286591932372, 0.34229975224300524, 0.1488685759947439, 0.28450674934064935, 0.08009096570653995, 0.3562912645158765]
PGPP161app	[0.11153286591932372, 0.34229975224300524, 0.1488685759947439, 0.28450674934064935, 0.08009096570653995, 0.3562912645158765]
PGPP180	[0.11153286591932372, 0.34229975224300524, 0.1488685759947439, 0.28450674934064935, 0.08009096570653995, 0.3562912645158765]
PGPP180pp	[0.11153286591932372, 0.34229975224300524, 0.1488685759947439, 0.28450674934064935, 0.08009096570653995, 0.3562912645158765]
PGPP181	[0.11153286591932372, 0.34229975224300524, 0.1488685759947439, 0.28450674934064935, 0.08009096570653995, 0.3562912645158765]
PGPP181pp	[0.11153286591932372, 0.34229975224300524, 0.1488685759947439, 0.28450674934064935, 0.08009096570653995, 0.3562912645158765]
PGSA120	[0.11274957729539561, 0.03352969229459657, 0.1488685759947439, 0.2982258252809436, 0.08457127813596836, 0.030302841078004426]
PGSA140	[0.11274957729539561, 0.03352969229459657, 0.1488685759947439, 0.2982258252809436, 0.08457127813596836, 0.030302841078004426]
PGSA141	[0.11274957729539561, 0.03352969229459657, 0.1488685759947439, 0.2982258252809436, 0.08457127813596836, 0.030302841078004426]
PGSA160	[0.11274957729539561, 0.03352969229459657, 0.1488685759947439, 0.2982258252809436, 0.08457127813596836, 0.030302841078004426]
PGSA161a	[0.11274957729539561, 0.03352969229459657, 0.1488685759947439, 0.2982258252809436, 0.08457127813596836, 0.030302841078004426]
PGSA180	[0.11274957729539561, 0.03352969229459657, 0.1488685759947439, 0.2982258252809436, 0.08457127813596836, 0.030302841078004426]
PGSA181	[0.11274957729539561, 0.03352969229459657, 0.1488685759947439, 0.2982258252809436, 0.08457127813596836, 0.030302841078004426]
PHEabcpp	[0.006681423938587094, 0.02705550994700421, 0.01777255841312203, 0.03968227562111614, 0.005071383157294035, 0.023941259389245458]
PHEMEFErel	[0.022176286590291545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.017356935556755094, 0.023941259389245458]
PHEMEtpp	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
PHEt1pp	[0.012719067182113674, 0.02705550994700421, 0.00989193745471737, 0.03968227562111614, 0.004336064705135938, 0.023941259389245458]
PHEt2pp	[0.022176286590291545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.013091484414553288, 0.023941259389245458]
PHETA1	[0.022176286590291545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.017356935556755094, 0.023941259389245458]
PHEtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
PIt2rpp	[0.014303087652848781, 0.002855413160002858, 0.015019822189629828, 0.009458471321171807, 0.005960605471531735, 0.0012048911629323896]
PItex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
PLIPA1A120pp	[0.022176286590291545, 0.027744713977263264, 0.03294757294047079, 0.03968227562111614, 0.017426443196462072, 0.027104387460719585]
PLIPA1A140pp	[0.022176286590291545, 0.027744713977263264, 0.03294757294047079, 0.03968227562111614, 0.017426443196462072, 0.027104387460719585]
PLIPA1A141pp	[0.022176286590291545, 0.027744713977263264, 0.03294757294047079, 0.03968227562111614, 0.017426443196462072, 0.027104387460719585]
PLIPA1A160pp	[0.022176286590291545, 0.027744713977263264, 0.03294757294047079, 0.03968227562111614, 0.017426443196462072, 0.027104387460719585]
PLIPA1A161a	[0.022176286590291545, 0.027744713977263264, 0.03294757294047079, 0.03968227562111614, 0.017426443196462072, 0.027104387460719585]
PLIPA1A180pp	[0.022176286590291545, 0.027744713977263264, 0.03294757294047079, 0.03968227562111614, 0.017426443196462072, 0.027104387460719585]
PLIPA1A181pp	[0.022176286590291545, 0.027744713977263264, 0.03294757294047079, 0.03968227562111614, 0.017426443196462072, 0.027104387460719585]
PLIPA1E120pp	[0.022176286590291545, 0.027744713977263264, 0.03294757294047079, 0.03968227562111614, 0.017426443196462072, 0.027104387460719585]
PLIPA1E140pp	[0.022176286590291545, 0.027744713977263264, 0.03294757294047079, 0.03968227562111614, 0.017426443196462072, 0.027104387460719585]
PLIPA1E141pp	[0.022176286590291545, 0.027744713977263264, 0.03294757294047079, 0.03968227562111614, 0.017426443196462072, 0.027104387460719585]
PLIPA1E160pp	[0.022176286590291545, 0.027744713977263264, 0.03294757294047079, 0.03968227562111614, 0.017426443196462072, 0.027104387460719585]
PLIPA1E161a	[0.022176286590291545, 0.027744713977263264, 0.03294757294047079, 0.03968227562111614, 0.017426443196462072, 0.027104387460719585]
PLIPA1E180pp	[0.022176286590291545, 0.027744713977263264, 0.03294757294047079, 0.03968227562111614, 0.017426443196462072, 0.027104387460719585]
PLIPA1E181pp	[0.022176286590291545, 0.027744713977263264, 0.03294757294047079, 0.03968227562111614, 0.017426443196462072, 0.027104387460719585]
PLIPA1G120pp	[0.022176286590291545, 0.027744713977263264, 0.03294757294047079, 0.03968227562111614, 0.017426443196462072, 0.027104387460719585]
PLIPA1G140pp	[0.022176286590291545, 0.027744713977263264, 0.03294757294047079, 0.03968227562111614, 0.017426443196462072, 0.027104387460719585]
PLIPA1G141pp	[0.022176286590291545, 0.027744713977263264, 0.03294757294047079, 0.03968227562111614, 0.017426443196462072, 0.027104387460719585]
PLIPA1G160pp	[0.022176286590291545, 0.027744713977263264, 0.03294757294047079, 0.03968227562111614, 0.017426443196462072, 0.027104387460719585]
PLIPA1G161a	[0.022176286590291545, 0.027744713977263264, 0.03294757294047079, 0.03968227562111614, 0.017426443196462072, 0.027104387460719585]
PLIPA1G180pp	[0.022176286590291545, 0.027744713977263264, 0.03294757294047079, 0.03968227562111614, 0.017426443196462072, 0.027104387460719585]
PLIPA1G181pp	[0.022176286590291545, 0.027744713977263264, 0.03294757294047079, 0.03968227562111614, 0.017426443196462072, 0.027104387460719585]
PMCOAS	[0.18362492801978494, 0.34229975224300524, 0.18258350460813508, 0.2982258252809436, 0.139985218699185, 0.3562912645158765]
PMDPHT	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
PMPK	[0.04482800387392296, 0.34229975224300524, 0.1488685759947439, 0.2982258252809436, 0.08009096570653995, 0.050712021302583864]
PNTK	[0.022176286590291545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.017356935556755094, 0.024203295744361458]
PNTOtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
PPA	[0.01724921268295998, 0.02705550994700421, 0.025165969420466124, 0.03968227562111614, 0.017356935556755094, 0.023941259389245458]
PPA2	[0.026179415046959368, 0.03784947959705942, 0.04036691989355579, 0.04849419255334919, 0.02388185518924537, 0.024079999346416237]
PPAKr	[0.005166273923101336, 0.02705550994700421, 0.020549655134167257, 0.03968227562111614, 0.003207436383218858, 0.023941259389245458]
PPALtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
PPAtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
PPBNGS	[0.022176286590291545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.017356935556755094, 0.023941259389245458]
PPC	[0.01444082856334749, 0.02705550994700421, 0.019599595729599153, 0.03968227562111614, 0.004336064705135938, 0.023941259389245458]
PPCDC	[0.024381130937670716, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.017356935556755094, 0.03445140223239655]
PPGPPDP	[0.015412667209643908, 0.02705550994700421, 0.009879757205940856, 0.03968227562111614, 0.013946505870551077, 0.023941259389245458]
PPK2r	[0.026845162781036446, 0.34229975224300524, 0.1488685759947439, 0.2982258252809436, 0.02388185518924537, 0.3562912645158765]
PPKr	[0.026845162781036446, 0.34229975224300524, 0.1488685759947439, 0.2982258252809436, 0.02388185518924537, 0.3562912645158765]
PPNCL2	[0.024381130937670716, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.017356935556755094, 0.03445140223239655]
PPND	[0.1918664258312908, 0.34229975224300524, 0.2245810023895559, 0.2982258252809436, 0.12907514492065322, 0.3562912645158765]
PPNDH	[0.022176286590291545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.012834977977753952, 0.023941259389245458]
PPPGO	[0.19320557357225046, 0.34229975224300524, 0.22760170408613142, 0.2982258252809436, 0.15460608559674718, 0.3562912645158765]
PPPGO3	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
PPPNtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
PPS	[0.0016538807053843518, 0.0023122820079388142, 0.004569168739380683, 0.003215180502981946, 0.0014546423984233925, 0.0020317023020944565]
PPTtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
PRAGSr	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
PRAIi	[0.1939325394887714, 0.34229975224300524, 0.29556749225908036, 0.2982258252809436, 0.15460608559674718, 0.3562912645158765]
PRAIS	[0.022176286590291545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.017356935556755094, 0.023941259389245458]
PRAMPC	[0.20107211001628758, 0.34229975224300524, 0.29556749225908036, 0.3962798393284368, 0.1588469920184962, 0.3562912645158765]
PRASCSi	[0.022176286590291545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.017356935556755094, 0.023941259389245458]
PRATPP	[0.11153286591932372, 0.34229975224300524, 0.1488685759947439, 0.2982258252809436, 0.12907514492065322, 0.050494439423857]
PRFGS	[0.022176286590291545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.017356935556755094, 0.023941259389245458]
PRMICI	[0.03403829921819105, 0.05071410932676241, 0.1488685759947439, 0.06372863034271863, 0.028806778775792633, 0.044685003261849855]
PROabcpp	[0.006681423938587094, 0.02705550994700421, 0.01777255841312203, 0.03968227562111614, 0.005071383157294035, 0.023941259389245458]
PROD2	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
PROGLYtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
PROHX	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
PROt1pp	[0.022176286590291545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.013091484414553288, 0.023941259389245458]
PROt2rpp	[0.012719067182113674, 0.02705550994700421, 0.00989193745471737, 0.03968227562111614, 0.004336064705135938, 0.023941259389245458]
PROtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
PRPPS	[0.015573364938559065, 0.02705550994700421, 0.019855380953905946, 0.03968227562111614, 0.017356935556755094, 0.023941259389245458]
PSCLYStex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
PSCVT	[0.11153286591932372, 0.34229975224300524, 0.1488685759947439, 0.2982258252809436, 0.08009096570653995, 0.3562912645158765]
PSD120	[0.02441174002889265, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.017356935556755094, 0.023941259389245458]
PSD140	[0.02441174002889265, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.017356935556755094, 0.023941259389245458]
PSD141	[0.02441174002889265, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.017356935556755094, 0.023941259389245458]
PSD160	[0.02441174002889265, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.017356935556755094, 0.023941259389245458]
PSD161a	[0.02441174002889265, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.017356935556755094, 0.023941259389245458]
PSD180	[0.02441174002889265, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.017356935556755094, 0.023941259389245458]
PSD181	[0.02441174002889265, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.017356935556755094, 0.023941259389245458]
PSERT	[0.022176286590291545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.017356935556755094, 0.023941259389245458]
PSERtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
PSP_L	[0.17871982115146995, 0.34229975224300524, 0.1977357340861187, 0.2982258252809436, 0.12907514492065322, 0.3562912645158765]
PSSA120	[0.11153286591932372, 0.34229975224300524, 0.1488685759947439, 0.2982258252809436, 0.0881452678220391, 0.3562912645158765]
PSSA140	[0.11153286591932372, 0.34229975224300524, 0.1488685759947439, 0.2982258252809436, 0.0881452678220391, 0.3562912645158765]
PSSA141	[0.11153286591932372, 0.34229975224300524, 0.1488685759947439, 0.2982258252809436, 0.0881452678220391, 0.3562912645158765]
PSSA160	[0.11153286591932372, 0.34229975224300524, 0.1488685759947439, 0.2982258252809436, 0.0881452678220391, 0.3562912645158765]
PSSA161a	[0.11153286591932372, 0.34229975224300524, 0.1488685759947439, 0.2982258252809436, 0.0881452678220391, 0.3562912645158765]
PSSA180	[0.11153286591932372, 0.34229975224300524, 0.1488685759947439, 0.2982258252809436, 0.0881452678220391, 0.3562912645158765]
PSSA181	[0.11153286591932372, 0.34229975224300524, 0.1488685759947439, 0.2982258252809436, 0.0881452678220391, 0.3562912645158765]
PTA2	[0.006099851205370338, 0.02705550994700421, 0.019867561202682467, 0.03968227562111614, 0.003532344536498017, 0.023941259389245458]
PTAr	[0.006099851205370338, 0.02705550994700421, 0.019867561202682467, 0.03968227562111614, 0.003532344536498017, 0.023941259389245458]
PTPATi	[0.19320557357225046, 0.34229975224300524, 0.22760170408613142, 0.2982258252809436, 0.1588469920184962, 0.3562912645158765]
PTRCabcpp	[0.0036358193620046105, 0.00509740803189513, 0.008759174318501553, 0.03707846662364928, 0.0034126415326583273, 0.002249284180821316]
PTRCtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
PYAM5PO	[0.2220546420489237, 0.34229975224300524, 0.23728500186346016, 0.2982258252809436, 0.23802197884389137, 0.3562912645158765]
PYAMO	[0.2220546420489237, 0.34229975224300524, 0.23728500186346016, 0.2982258252809436, 0.23802197884389137, 0.3562912645158765]
PYK	[0.022176286590291545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.01219371188575561, 0.023941259389245458]
PYRtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
PYRtrpp	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
QULNS	[0.022176286590291545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.017356935556755094, 0.023941259389245458]
R5PP	[0.22282752160227756, 0.34229975224300524, 0.22760170408613142, 0.2982258252809436, 0.175930320709332, 0.3562912645158765]
R5Ptex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
RBFK	[0.026936990054702244, 0.0405525044003549, 0.03968482596207099, 0.045907974997594164, 0.024206763342524532, 0.03950655454815059]
RBFSa	[0.15564056637013132, 0.34229975224300524, 0.2245810023895559, 0.2982258252809436, 0.0899664635233144, 0.3562912645158765]
RBFSb	[0.17871982115146995, 0.06321875678126015, 0.18739470287485815, 0.2982258252809436, 0.139985218699185, 0.0450693979142673]
RHCCE	[0.11153286591932372, 0.34229975224300524, 0.1703788953340679, 0.2982258252809436, 0.08009096570653995, 0.05182168888409085]
RIBtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
RMNtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
RNDR1	[0.004531135280246195, 0.02705550994700421, 0.007261003718990311, 0.03968227562111614, 0.008517119624965121, 0.023941259389245458]
RNDR2	[0.004531135280246195, 0.02705550994700421, 0.007261003718990311, 0.03968227562111614, 0.008517119624965121, 0.023941259389245458]
RNDR3	[0.004531135280246195, 0.02705550994700421, 0.007261003718990311, 0.03968227562111614, 0.008517119624965121, 0.023941259389245458]
RNDR4	[0.004531135280246195, 0.02705550994700421, 0.007261003718990311, 0.03968227562111614, 0.008517119624965121, 0.023941259389245458]
RPE	[0.022176286590291545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.017356935556755094, 0.023941259389245458]
RPI	[0.1498171867651583, 0.048415275148258774, 0.1488685759947439, 0.2982258252809436, 0.09383971071898438, 0.0450693979142673]
S7PI	[0.028788840073629283, 0.047246911623469855, 0.03968482596207099, 0.04427138420059294, 0.023633898967006014, 0.0450693979142673]
SAMC	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
SBTtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
SDPDS	[0.11153286591932372, 0.34229975224300524, 0.18258350460813508, 0.2982258252809436, 0.08457127813596836, 0.3562912645158765]
SDPTA	[0.022176286590291545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.017356935556755094, 0.023941259389245458]
SERabcpp	[0.006681423938587094, 0.02705550994700421, 0.01777255841312203, 0.03968227562111614, 0.005071383157294035, 0.023941259389245458]
SERAT	[0.17871982115146995, 0.34229975224300524, 0.21663948018726867, 0.2982258252809436, 0.12907514492065322, 0.3562912645158765]
SERD_L	[0.030793735548665994, 0.030694042442541272, 0.044215878506934266, 0.04338237191580215, 0.020136861211975058, 0.04216105346861827]
SERt1rpp	[0.012719067182113674, 0.02705550994700421, 0.00989193745471737, 0.03968227562111614, 0.004336064705135938, 0.023941259389245458]
SERt2pp	[0.022176286590291545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.013091484414553288, 0.023941259389245458]
SERtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
SFGTHi	[0.2544467128345359, 0.49160397975400577, 0.327893872511949, 0.482069524810748, 0.2296171179314331, 0.455334535712343]
SHCHD2	[0.7030841628744299, 0.7189738371564441, 0.8686725576916245, 0.8822260770898749, 0.9727761168410306, 0.5874502524752923]
SHK3Dr	[0.1918664258312908, 0.34229975224300524, 0.21663948018726867, 0.2982258252809436, 0.139985218699185, 0.3562912645158765]
SHKK	[0.19320557357225046, 0.34229975224300524, 0.22760170408613142, 0.2982258252809436, 0.139985218699185, 0.3562912645158765]
SHSL1	[0.029110235531459597, 0.031022447325184645, 0.035616622870715264, 0.043988516655432235, 0.024352116990044154, 0.023941259389245458]
SHSL2	[0.03765017198237932, 0.03310023975575523, 0.061280407042830595, 0.04427138420059294, 0.028900831135952387, 0.03664897920753783]
SHSL3	[0.029110235531459597, 0.031022447325184645, 0.035616622870715264, 0.043988516655432235, 0.024352116990044154, 0.023941259389245458]
SHSL4	[0.029110235531459597, 0.031022447325184645, 0.035616622870715264, 0.043988516655432235, 0.024352116990044154, 0.023941259389245458]
SHSL5	[0.029110235531459597, 0.031022447325184645, 0.035616622870715264, 0.043988516655432235, 0.024352116990044154, 0.023941259389245458]
SIALT1	[0.022176286590291545, 0.02705550994700421, 0.025092887927807034, 0.03968227562111614, 0.017356935556755094, 0.023941259389245458]
SKMtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
SO2tex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
SO2tpp	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
SO3tex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
SO4tex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
SPMDabcpp	[0.0036358193620046105, 0.00509740803189513, 0.008759174318501553, 0.03707846662364928, 0.0034126415326583273, 0.002249284180821316]
SPMDtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
SPMS	[0.022176286590291545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.017356935556755094, 0.023941259389245458]
SPODMMn	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
SSALy	[0.18362492801978494, 0.34229975224300524, 0.22213277238547655, 0.2982258252809436, 0.0871448927185217, 0.3562912645158765]
SUCCt2pp	[0.022176286590291545, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.013091484414553288, 0.023941259389245458]
SUCCtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
SUCD1	[0.01724921268295998, 0.02705550994700421, 0.026079488078704683, 0.03968227562111614, 0.01219371188575561, 0.023941259389245458]
SUCOAS	[0.00600037165889905, 0.02705550994700421, 0.017090464481637233, 0.03968227562111614, 0.0035579951801779507, 0.023941259389245458]
SUCRtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
SULabcpp	[0.7039794787926714, 0.8797217117318639, 1.0, 0.6501130514608615, 1.0, 0.8982006916729932]
SULFACtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
T2DECAI	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
T2DECAIy	[0.03659415833522258, 0.05071410932676241, 0.06491012117823182, 0.050817747388597845, 0.032628724684102745, 0.0416533624182556]
T2HDECI	[0.03619624014933743, 0.34229975224300524, 0.05875909554609216, 0.2982258252809436, 0.032628724684102745, 0.04555533077675728]
T2MRSI	[0.03832357198926188, 0.05877265990854984, 0.0537164725526153, 0.2982258252809436, 0.09974790897992909, 0.025225930574377695]
TALA	[0.022176286590291545, 0.037344241316069615, 0.03294757294047079, 0.04548367367985311, 0.017356935556755094, 0.023941259389245458]
TARTRtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
TAURtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
TCYNTtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
TDP	[0.19320557357225046, 0.34229975224300524, 0.22760170408613142, 0.2982258252809436, 0.13735175261471183, 0.3562912645158765]
TDPDRE	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
TDPDRR	[0.022176286590291545, 0.040489349615231165, 0.03294757294047079, 0.04548367367985311, 0.017356935556755094, 0.0432126992157981]
TDPGDH	[0.1939325394887714, 0.34229975224300524, 0.2364445646978807, 0.2982258252809436, 0.139985218699185, 0.3562912645158765]
TDSK	[0.11153286591932372, 0.0491920790052806, 0.06665189675327335, 0.05334335047038985, 0.08009096570653995, 0.0450693979142673]
TDSR1	[0.004293914823276202, 0.02705550994700421, 0.005969897348679811, 0.00897355552946774, 0.01070597455231946, 0.023941259389245458]
TDSR2	[0.004293914823276202, 0.02705550994700421, 0.005969897348679811, 0.00897355552946774, 0.01070597455231946, 0.023941259389245458]
