RefSeq_ID,Protein_ID,Gene_ID,Uniprot_ID,BVBRC_ID,PUBMLST_locus
NGO1037,YP_208123.1,3282585,#N/A,#N/A,#N/A
NGO1040,YP_208124.1,3282439,Q5F7X5,fig|242231.10.peg.1217,NEIS1404
NGO1041,YP_208125.1,3282578,Q5F7X4,fig|242231.10.peg.1219,NEIS1405
NGO1042,YP_208126.1,3282592,#N/A,#N/A,#N/A
NGO1043,YP_208127.1,3282593,Q5F7X2,fig|242231.10.peg.1220,NEIS2446
NGO1044,YP_208128.1,3282565,Q5F7X1,fig|242231.10.peg.1222,NEIS1407
NGO1045,YP_208129.1,3282584,Q5F7X0,fig|242231.10.peg.1223,NEIS1408
NGO1046,YP_208130.1,3282204,Q5F7W9,fig|242231.10.peg.1224,NEIS1409
NGO1047,YP_208131.1,3282573,Q5F7W8,fig|242231.10.peg.1225,NEIS1410
NGO1048,YP_208132.1,3282572,Q5F7W7,fig|242231.10.peg.1226,NEIS1411
NGO1049,YP_208133.1,3281113,Q5F7W6,fig|242231.10.peg.1228,NEIS1412
NGO1051,YP_208134.1,3282604,Q5F7W5,fig|242231.10.peg.1232,NEIS2681
NGO1052,YP_208135.1,3281802,Q5F7W4,fig|242231.10.peg.1233,NEIS1414
NGO1053,YP_208136.1,3281800,Q5F7W3,fig|242231.10.peg.1235,NEIS1415
NGO1054,YP_208137.1,3281526,Q5F7W2,fig|242231.10.peg.1236,NEIS2447
NGO1055,YP_208138.1,3281122,Q5F7W1,fig|242231.10.peg.1237,NEIS1417
NGO1056,YP_208139.1,3281140,#N/A,fig|242231.10.peg.1239,NEIS1418
NGO1058,YP_208140.1,3281758,Q5F7V9,fig|242231.10.peg.1240,NEIS1419
NGO1059,YP_208141.1,3281721,Q5F7V8,fig|242231.10.peg.1241,NEIS1420
NGO1060,YP_208142.1,3281970,Q5F7V7,fig|242231.10.peg.1243,NEIS1422
NGO1061,YP_208143.1,3281280,Q5F7V6,fig|242231.10.peg.1244,NEIS1423
NGO1062,YP_208144.1,3281199,#N/A,#N/A,#N/A
NGO1063,YP_208145.1,3281787,Q5F7V4,fig|242231.10.peg.1245,NEIS1425
NGO1064,YP_208146.1,3281225,Q5F7V3,fig|242231.10.peg.1247,NEIS1426
NGO1065,YP_208147.1,3281120,Q5F7V2,fig|242231.10.peg.1248,NEIS2448
NGO1066,YP_208148.1,3281626,#N/A,#N/A,#N/A
NGO1067,YP_208149.1,3281190,Q5F5F6,fig|242231.10.peg.1250,#N/A
NGO1068,YP_208150.1,3281798,Q5F7U9,fig|242231.10.peg.1251,#N/A
NGO1069,YP_208151.1,3281784,Q5F7U8,fig|242231.10.peg.1252,NEIS2578
NGO1070,YP_208152.1,3281529,Q5F7U7,fig|242231.10.peg.1255,NEIS2085
NGO1072,YP_208153.1,3281131,#N/A,fig|242231.10.peg.1256,#N/A
NGO1073,YP_208154.1,3281119,Q5F7U5,fig|242231.10.peg.1257,NEIS2092
NGO1074,YP_208155.1,3281232,#N/A,fig|242231.10.peg.1258,#N/A
NGO1077,YP_208156.1,3281744,#N/A,#N/A,#N/A
NGO1078,YP_208157.1,3281110,Q5F7U2,fig|242231.10.peg.1266,NEIS0902
NGO1079,YP_208158.1,3281795,Q5F7U1,fig|242231.10.peg.1267,NEIS0901
NGO1080,YP_208159.1,3281435,Q5F7U0,fig|242231.10.peg.1268,NEIS0900
NGO1081,YP_208160.1,3281757,Q5F7T9,fig|242231.10.peg.1269,NEIS0899
NGO1082,YP_208161.1,3281241,Q5F7T8,fig|242231.10.peg.1271,NEIS0897
NGO1083,YP_208162.1,3281144,#N/A,fig|242231.10.peg.1272,#N/A
NGO1084,YP_208163.1,3281793,Q5F7T6,fig|242231.10.peg.1275,NEIS2545
NGO1085,YP_208164.1,3281794,Q5F7T5,fig|242231.10.peg.1276,#N/A
NGO1086,YP_208165.1,3281767,Q5F7T4,fig|242231.10.peg.1277,#N/A
NGO1087,YP_208166.1,3281134,#N/A,#N/A,#N/A
NGO1088,YP_208167.1,3281133,Q5F7T2,fig|242231.10.peg.1280,#N/A
NGO1089,YP_208168.1,3281578,Q5F7T1,fig|242231.10.peg.1281,#N/A
NGO1090,YP_208169.1,3281713,Q5F7T0,fig|242231.10.peg.1282,#N/A
NGO1091,YP_208170.1,3281333,#N/A,fig|242231.10.peg.1283,#N/A
NGO1092,YP_208171.1,3281125,Q5F7S8,fig|242231.10.peg.1284,#N/A
NGO1093,YP_208172.1,3281081,Q5F7S7,fig|242231.10.peg.1285,#N/A
NGO1094,YP_208173.1,3281126,Q5F7S6,fig|242231.10.peg.1286,#N/A
NGO1095,YP_208174.1,3281498,Q5F7S5,fig|242231.10.peg.1288,#N/A
NGO1096,YP_208175.1,3281466,#N/A,#N/A,#N/A
NGO1097,YP_208176.1,3282224,Q5F7S3,fig|242231.10.peg.1290,#N/A
NGO1098,YP_208177.1,3281337,Q5F7S2,fig|242231.10.peg.1291,#N/A
NGO1099,YP_208178.1,3282523,Q5F7S1,fig|242231.10.peg.1292,#N/A
NGO1100,YP_208179.1,3282527,Q5F7S0,fig|242231.10.peg.1293,#N/A
NGO1101,YP_208180.1,3282229,#N/A,fig|242231.10.peg.1294,#N/A
NGO1102,YP_208181.1,3282526,Q5F7R8,#N/A,#N/A
NGO1103,YP_208182.1,3282520,#N/A,#N/A,#N/A
NGO1104,YP_208183.1,3282516,Q5F7R6,fig|242231.10.peg.1295,#N/A
NGO1105,YP_208184.1,3282509,#N/A,#N/A,#N/A
NGO1106,YP_208185.1,3281933,Q5F7R4,fig|242231.10.peg.1297,#N/A
NGO1107,YP_208186.1,3282512,#N/A,#N/A,#N/A
NGO1108,YP_208187.1,3282499,Q5F7R2,fig|242231.10.peg.1300,#N/A
NGO1109,YP_208188.1,3281812,#N/A,fig|242231.10.peg.1301,#N/A
NGO1110,YP_208189.1,3281865,Q5F7R0,fig|242231.10.peg.1302,#N/A
NGO1111,YP_208190.1,3281852,Q5F7Q9,fig|242231.10.peg.1303,#N/A
NGO1112,YP_208191.1,3281851,Q5F7Q8,fig|242231.10.peg.1305,#N/A
NGO1113,YP_208192.1,3282517,Q5F7Q7,fig|242231.10.peg.1306,#N/A
NGO1114,YP_208193.1,3281853,Q5F7Q6,fig|242231.10.peg.1307,#N/A
NGO1115,YP_208194.1,3281882,Q5F7Q5,fig|242231.10.peg.1308,#N/A
NGO1116,YP_208195.1,3281858,#N/A,fig|242231.10.peg.1309,#N/A
NGO1117,YP_208196.1,3281924,Q5F7Q3,fig|242231.10.peg.1310,#N/A
NGO1118,YP_208197.1,3281899,Q5F7Q2,fig|242231.10.peg.1311,#N/A
NGO1119,YP_208198.1,3282394,Q5F7Q1,fig|242231.10.peg.1312,#N/A
NGO1120,YP_208199.1,3282167,Q5F7Q0,fig|242231.10.peg.1313,#N/A
NGO1121,YP_208200.1,3282407,Q5F7P9,fig|242231.10.peg.1314,#N/A
NGO1122,YP_208201.1,3282265,Q5F7P8,fig|242231.10.peg.1315,#N/A
NGO1123,YP_208202.1,3282254,Q5F7P7,fig|242231.10.peg.1316,#N/A
NGO1124,YP_208203.1,3282202,#N/A,fig|242231.10.peg.1317,#N/A
NGO1125,YP_208204.1,3282147,Q5F7P5,fig|242231.10.peg.1318,#N/A
NGO1126,YP_208205.1,3282194,Q5F7P4,fig|242231.10.peg.1321,#N/A
NGO1127,YP_208206.1,3282431,Q5F7P3,fig|242231.10.peg.1322,#N/A
NGO1128,YP_208207.1,3281905,Q5F7P2,fig|242231.10.peg.1323,#N/A
NGO1129,YP_208208.1,3281856,Q5F7P1,fig|242231.10.peg.1324,#N/A
NGO1130,YP_208209.1,3282225,Q5F6E3,fig|242231.10.peg.1325,#N/A
NGO1131,YP_208210.1,3282195,Q5F7N9,fig|242231.10.peg.1326,#N/A
NGO1132,YP_208211.1,3282232,Q5F7N8,fig|242231.10.peg.1327,#N/A
NGO1133,YP_208212.1,3282248,Q5F7N7,fig|242231.10.peg.1328,NEIS1154
NGO1134,YP_208213.1,3282140,Q5F7N6,fig|242231.10.peg.1329,NEIS1155
NGO1135,YP_208214.1,3282545,#N/A,#N/A,#N/A
NGO1136,YP_208215.1,3282235,#N/A,fig|242231.10.peg.1330,#N/A
NGO1137,YP_208216.1,3282236,Q5F7N3,fig|242231.10.peg.1331,#N/A
NGO1138,YP_208217.1,3282234,Q5F7K6,fig|242231.10.peg.1333,NEIS2682
NGO1139,YP_208218.1,3282538,Q5F7K5,fig|242231.10.peg.1334,#N/A
NGO1140,YP_208219.1,3282213,Q5F7N0,fig|242231.10.peg.1335,#N/A
NGO1141,YP_208220.1,3282198,#N/A,fig|242231.10.peg.1336,#N/A
NGO1142,YP_208221.1,3282237,Q5F7B1,fig|242231.10.peg.1337,#N/A
NGO1143,YP_208222.1,3282215,Q5F7M7,fig|242231.10.peg.1338,#N/A
NGO1144,YP_208223.1,3282221,Q5F7M6,fig|242231.10.peg.1339,NEIS2683
NGO1145,YP_208224.1,3282134,Q5F7M5,fig|242231.10.peg.1340,NEIS2684
NGO1146,YP_208225.1,3282144,#N/A,fig|242231.10.peg.1341,NEIS2685
NGO1147,YP_208226.1,3282143,Q5F7M3,fig|242231.10.peg.1342,NEIS2686
NGO1148,YP_208227.1,3282313,Q5F7M2,fig|242231.10.peg.1343,NEIS2522
NGO1149,YP_208228.1,3282146,Q5F7M1,fig|242231.10.peg.1344,NEIS1530
NGO1150,YP_208229.1,3282159,Q5F7M0,fig|242231.10.peg.1346,NEIS1531
NGO1151,YP_208230.1,3282163,Q5F7L9,fig|242231.10.peg.1347,NEIS1532
NGO1152,YP_208231.1,3282217,Q5F7L8,fig|242231.10.peg.1348,NEIS1533
NGO1154,YP_208232.1,3282230,Q5F7L7,fig|242231.10.peg.1352,NEIS1535
NGO1155,YP_208233.1,3282168,Q5F7L6,fig|242231.10.peg.1354,NEIS2687
NGO1156,YP_208234.1,3282207,Q5F7L5,fig|242231.10.peg.1355,NEIS2688
NGO1157,YP_208235.1,3282205,Q5F7L4,fig|242231.10.peg.1356,#N/A
NGO1158,YP_208236.1,3282228,Q5F7L3,fig|242231.10.peg.1357,NEIS2689
NGO1159,YP_208237.1,3282208,#N/A,fig|242231.10.peg.1358,#N/A
NGO1160,YP_208238.1,3282238,Q5F7L1,fig|242231.10.peg.1359,NEIS1538
NGO1161,YP_208239.1,3281908,Q5F7L0,fig|242231.10.peg.1360,NEIS2458
NGO1162,YP_208240.1,3282266,Q5F7K9,fig|242231.10.peg.1361,NEIS1544
NGO1163,YP_208241.1,3281954,#N/A,#N/A,NEIS2975
NGO1164,YP_208242.1,3281824,Q5F7B6,fig|242231.10.peg.1363,#N/A
NGO1165,YP_208243.1,3281958,Q5F7K6,fig|242231.10.peg.1365,#N/A
NGO1166,YP_208244.1,3281900,Q5F7K5,fig|242231.10.peg.1366,#N/A
NGO1167,YP_208245.1,3281926,#N/A,fig|242231.10.peg.1367,#N/A
NGO1168,YP_208246.1,3281949,Q5F7B0,fig|242231.10.peg.1372,#N/A
NGO1169,YP_208247.1,3281939,Q5F7A9,fig|242231.10.peg.1373,#N/A
NGO1170,YP_208248.1,3281837,#N/A,fig|242231.10.peg.1374,#N/A
NGO1173,YP_208249.1,3281942,Q5F7K0,fig|242231.10.peg.1376,NEIS1990
NGO1176,YP_208250.1,3281940,Q5F7J9,fig|242231.10.peg.1381,#N/A
NGO1177,YP_208251.1,3281950,Q5F7J8,fig|242231.10.peg.1382,NEIS1995
NGO1178,YP_208252.1,3281994,Q5F7J7,fig|242231.10.peg.1383,NEIS1996
NGO1179,YP_208253.1,3281986,#N/A,#N/A,#N/A
NGO1182,YP_208254.1,3281822,Q5F7J5,fig|242231.10.peg.1389,NEIS1971
NGO1183,YP_208255.1,3281977,Q5F7J4,fig|242231.10.peg.1390,NEIS1972
NGO1184,YP_208256.1,3281952,#N/A,fig|242231.10.peg.1391,#N/A
NGO1185,YP_208257.1,3281880,Q5F7J2,fig|242231.10.peg.1392,NEIS2690
NGO1186,YP_208258.1,3281826,#N/A,fig|242231.10.peg.1393,#N/A
NGO1187,YP_208259.1,3281978,Q5F7J0,fig|242231.10.peg.1394,NEIS1973
NGO1188,YP_208260.1,3281981,Q5F7I9,fig|242231.10.peg.1395,NEIS1976
NGO1189,YP_208261.1,3281975,Q5F7I8,fig|242231.10.peg.1396,NEIS1977
NGO1190,YP_208262.1,3282026,#N/A,fig|242231.10.peg.1397,NEIS1978
NGO1191,YP_208263.1,3282036,Q5F7I6,fig|242231.10.peg.1398,NEIS1979
NGO1192,YP_208264.1,3281957,Q5F7I5,fig|242231.10.peg.1399,NEIS1980
NGO1193,YP_208265.1,3282031,Q5F7I4,fig|242231.10.peg.1400,NEIS1981
NGO1194,YP_208266.1,3282038,Q5F7I3,fig|242231.10.peg.1401,NEIS1982
NGO1195,YP_208267.1,3282040,Q5F7I2,fig|242231.10.peg.1403,NEIS1983
NGO1196,YP_208268.1,3282035,#N/A,fig|242231.10.peg.1404,NEIS1984
NGO1197,YP_208269.1,3281976,#N/A,fig|242231.10.peg.1405,#N/A
NGO1198,YP_208270.1,3281951,Q5F7H9,fig|242231.10.peg.1406,NEIS1986
NGO1199,YP_208271.1,3281887,#N/A,fig|242231.10.peg.1407,NEIS1987
NGO1200,YP_208272.1,3281830,Q5F663,fig|242231.10.peg.1408,#N/A
NGO1201,YP_208273.1,3281963,#N/A,#N/A,#N/A
NGO1203,YP_208274.1,3281967,Q5F7H5,fig|242231.10.peg.1411,NEIS0948
NGO1204,YP_208275.1,3281971,Q5F7H4,fig|242231.10.peg.1413,NEIS0947
NGO1205,YP_208276.1,3282028,#N/A,fig|242231.10.peg.1414,NEIS0944
NGO1206,YP_208277.1,3281969,Q5F7H2,fig|242231.10.peg.1415,NEIS0942
NGO1207,YP_208278.1,3282862,Q5F7H1,fig|242231.10.peg.1416,NEIS0941
NGO1208,YP_208279.1,3281869,#N/A,#N/A,NEIS2691
NGO1209,YP_208280.1,3281877,Q5F7G9,fig|242231.10.peg.1418,NEIS2692
NGO1210,YP_208281.1,3281828,#N/A,fig|242231.10.peg.1421,#N/A
NGO1211,YP_208282.1,3281917,Q5F7G7,fig|242231.10.peg.1422,#N/A
NGO1212,YP_208283.1,3281956,Q5F7G6,fig|242231.10.peg.1424,NEIS1471
NGO1213,YP_208284.1,3281827,Q5F7G5,fig|242231.10.peg.1426,NEIS1472
NGO1214,YP_208285.1,3281906,#N/A,fig|242231.10.peg.1427,NEIS1473
NGO1215,YP_208286.1,3281873,Q5F7G3,fig|242231.10.peg.1428,NEIS1474
NGO1216,YP_208287.1,3281842,Q5F7G2,fig|242231.10.peg.1429,NEIS1475
NGO1217,YP_208288.1,3281935,#N/A,fig|242231.10.peg.1431,NEIS1477
NGO1218,YP_208289.1,3281964,#N/A,fig|242231.10.peg.1432,NEIS1478
NGO1219,YP_208290.1,3281982,Q5F7F9,fig|242231.10.peg.1433,NEIS1479
NGO1220,YP_208291.1,3281998,Q5F7F8,fig|242231.10.peg.1434,NEIS1480
NGO1221,YP_208292.1,3281966,Q5F7F7,fig|242231.10.peg.1436,NEIS1481
NGO1222,YP_208293.1,3281999,#N/A,fig|242231.10.peg.1437,NEIS1483
NGO1223,YP_208294.1,3281863,Q5F7F5,fig|242231.10.peg.1438,NEIS1485
NGO1224,YP_208295.1,3281934,Q5F7F4,fig|242231.10.peg.1439,NEIS1486
NGO1225,YP_208296.1,3281825,Q5F7F3,fig|242231.10.peg.1440,NEIS1487
NGO1226,YP_208297.1,3282151,Q5F7F2,fig|242231.10.peg.1441,NEIS1488
NGO1227,YP_208298.1,3282045,Q5F7F1,fig|242231.10.peg.1442,NEIS1489
NGO1228,YP_208299.1,3281847,Q5F7F0,fig|242231.10.peg.1444,NEIS1490
NGO1229,YP_208300.1,3282044,Q5F7E9,fig|242231.10.peg.1445,NEIS1491
NGO1230,YP_208301.1,3282017,#N/A,fig|242231.10.peg.1446,#N/A
NGO1231,YP_208302.1,3282479,Q5F7E7,fig|242231.10.peg.1448,NEIS1492
NGO1232,YP_208303.1,3282465,Q5F7E6,fig|242231.10.peg.1449,NEIS1493
NGO1233,YP_208304.1,3282497,Q5F7E5,fig|242231.10.peg.1450,NEIS1494
NGO1234,YP_208305.1,3281870,Q5F7E4,fig|242231.10.peg.1451,NEIS1495
NGO1235,YP_208306.1,3282490,Q5F7E3,fig|242231.10.peg.1452,NEIS1496
NGO1236,YP_208307.1,3282600,Q5F7E2,fig|242231.10.peg.1453,NEIS1497
NGO1237,YP_208308.1,3282589,Q5F7E1,fig|242231.10.peg.1456,NEIS1498
NGO1238,YP_208309.1,3282595,Q5F7E0,fig|242231.10.peg.1457,NEIS1499
NGO1239,YP_208310.1,3282481,Q5F7D9,fig|242231.10.peg.1458,NEIS1500
NGO1240,YP_208311.1,3282462,Q5F7D8,fig|242231.10.peg.1459,NEIS1501
NGO1241,YP_208312.1,3281832,Q5F7D7,fig|242231.10.peg.1460,NEIS1502
NGO1242,YP_208313.1,3281972,#N/A,fig|242231.10.peg.1461,NEIS1503
NGO1243,YP_208314.1,3282154,Q5F7D5,fig|242231.10.peg.1462,NEIS1504
NGO1244,YP_208315.1,3282613,Q5F7D4,fig|242231.10.peg.1463,NEIS2454
NGO1245,YP_208316.1,3282602,Q5F7D3,fig|242231.10.peg.1464,NEIS1507
NGO1246,YP_208317.1,3282608,Q5F7D2,fig|242231.10.peg.1465,NEIS1508
NGO1247,YP_208318.1,3282598,Q5F7D1,fig|242231.10.peg.1466,NEIS1509
NGO1248,YP_208319.1,3281833,Q5F7D0,fig|242231.10.peg.1467,NEIS1511
NGO1249,YP_208320.1,3282483,Q5F7C9,fig|242231.10.peg.1469,NEIS1512
NGO1250,YP_208321.1,3282477,#N/A,fig|242231.10.peg.1471,#N/A
NGO1251,YP_208322.1,3282597,#N/A,fig|242231.10.peg.1472,NEIS1514
NGO1252,YP_208323.1,3281854,Q5F7C6,fig|242231.10.peg.1473,NEIS1515
NGO1253,YP_208324.1,3281807,#N/A,fig|242231.10.peg.1474,NEIS1516
NGO1254,YP_208325.1,3281829,Q5F7C4,fig|242231.10.peg.1476,NEIS1518
NGO1255,YP_208326.1,3282586,#N/A,#N/A,#N/A
NGO1256,YP_208327.1,3281786,Q5F7C2,fig|242231.10.peg.1477,#N/A
NGO1257,YP_208328.1,3281839,Q5F7C1,#N/A,#N/A
NGO1258,YP_208329.1,3282177,Q5F7C0,fig|242231.10.peg.1478,NEIS1524
NGO1259,YP_208330.1,3281849,Q5F7B9,fig|242231.10.peg.1479,NEIS1525
NGO1260,YP_208331.1,3282591,Q5F7B8,fig|242231.10.peg.1480,NEIS1526
NGO1261,YP_208332.1,3282590,Q5F7B7,fig|242231.10.peg.1481,NEIS1528
NGO1262,YP_208333.1,3281859,Q5F7B6,fig|242231.10.peg.1483,#N/A
NGO1263,YP_208334.1,3281840,Q5F6B6,fig|242231.10.peg.1485,#N/A
NGO1264,YP_208335.1,3281885,Q5F6B5,fig|242231.10.peg.1486,#N/A
NGO1265,YP_208336.1,3282070,Q5F7N0,fig|242231.10.peg.1487,#N/A
NGO1266,YP_208337.1,3281801,#N/A,fig|242231.10.peg.1488,#N/A
NGO1267,YP_208338.1,3282066,Q5F7B1,fig|242231.10.peg.1489,#N/A
NGO1268,YP_208339.1,3282067,Q5F7B0,fig|242231.10.peg.1490,#N/A
NGO1269,YP_208340.1,3282172,Q5F7A9,fig|242231.10.peg.1491,#N/A
NGO1270,YP_208341.1,3282173,#N/A,fig|242231.10.peg.1492,#N/A
NGO1273,YP_208342.1,3282068,Q5F7A7,fig|242231.10.peg.1494,NEIS1545
NGO1274,YP_208343.1,3282079,Q5F7A6,fig|242231.10.peg.1495,NEIS1546
NGO1275,YP_208344.1,3282085,#N/A,fig|242231.10.peg.1496,NEIS1548
NGO1276,YP_208345.1,3282097,Q5F7A4,fig|242231.10.peg.1497,NEIS2779
NGO1277,YP_208346.1,3282088,Q5F7A3,fig|242231.10.peg.1498,NEIS1550
NGO1279,YP_208347.1,3282089,Q5F7A2,fig|242231.10.peg.1504,NEIS1552
NGO1282,YP_208348.1,3282087,#N/A,fig|242231.10.peg.1507,NEIS2462
NGO1283,YP_208349.1,3282008,Q5F7A0,fig|242231.10.peg.1508,NEIS1554
NGO1284,YP_208350.1,3282099,Q5F799,fig|242231.10.peg.1510,NEIS1555
NGO1285,YP_208351.2,3282105,Q5F798,fig|242231.10.peg.1511,NEIS1556
NGO1286,YP_208352.1,3282010,Q5F797,fig|242231.10.peg.1512,NEIS1557
NGO1287,YP_208353.1,3282080,Q5F796,fig|242231.10.peg.1513,NEIS1558
NGO1288,YP_208354.1,3282082,Q5F795,fig|242231.10.peg.1514,NEIS1559
NGO1289,YP_208355.1,3282093,Q5F794,fig|242231.10.peg.1515,NEIS1560
NGO1290,YP_208356.1,3282100,Q5F793,fig|242231.10.peg.1516,NEIS1562
NGO1291,YP_208357.1,3282078,Q5F792,fig|242231.10.peg.1517,NEIS1563
NGO1292,YP_208358.1,3282107,Q5F791,fig|242231.10.peg.1518,NEIS1564
NGO1293,YP_208359.1,3282019,#N/A,#N/A,#N/A
NGO1294,YP_208360.1,3282118,Q5F789,fig|242231.10.peg.1521,NEIS1566
NGO1295,YP_208361.1,3281857,Q5F788,fig|242231.10.peg.1522,NEIS1567
NGO1296,YP_208362.1,3281997,#N/A,fig|242231.10.peg.1524,#N/A
NGO1297,YP_208363.1,3282113,Q5F786,fig|242231.10.peg.1525,NEIS1568
NGO1298,YP_208364.1,3282120,Q5F785,fig|242231.10.peg.1526,NEIS1569
NGO1299,YP_208365.1,3281919,Q5F784,fig|242231.10.peg.1527,NEIS1570
NGO1300,YP_208366.1,3281814,Q5F783,fig|242231.10.peg.1528,NEIS1571
NGO1301,YP_208367.1,3281813,#N/A,#N/A,NEIS1572
NGO1302,YP_208368.1,3281897,Q5F781,fig|242231.10.peg.1530,#N/A
NGO1304,YP_208369.1,3282102,Q5F5M0,fig|242231.10.peg.1534,NEIS1574
NGO1306,YP_208370.1,3281872,#N/A,#N/A,#N/A
NGO1307,YP_208371.1,3281866,Q5F778,fig|242231.10.peg.1538,NEIS1576
NGO1308,YP_208372.1,3281878,Q5F777,fig|242231.10.peg.1539,NEIS1577
NGO1309,YP_208373.1,3281864,Q5F776,fig|242231.10.peg.1540,NEIS1578
NGO1310,YP_208374.1,3281823,Q5F775,fig|242231.10.peg.1541,NEIS1579
NGO1311,YP_208375.1,3281884,#N/A,fig|242231.10.peg.1542,NEIS1580
NGO1312,YP_208376.1,3281860,#N/A,fig|242231.10.peg.1543,NEIS1581
NGO1313,YP_208377.1,3281820,Q5F772,#N/A,#N/A
NGO1314,YP_208378.1,3281920,Q5F771,fig|242231.10.peg.1544,NEIS1582
NGO1315,YP_208379.1,3281855,Q5F770,fig|242231.10.peg.1545,NEIS1583
NGO1317,YP_208380.1,3281895,Q5F769,fig|242231.10.peg.1549,#N/A
NGO1318,YP_208381.1,3281918,#N/A,fig|242231.10.peg.1550,NEIS1587
NGO1319,YP_208382.1,3281916,Q5F767,fig|242231.10.peg.1552,NEIS1588
NGO1320,YP_208383.1,3281932,Q5F766,fig|242231.10.peg.1553,NEIS1589
NGO1321,YP_208384.1,3281817,Q5F765,fig|242231.10.peg.1554,NEIS1590
NGO1322,YP_208385.1,3281890,Q5F764,fig|242231.10.peg.1555,NEIS1591
NGO1323,YP_208386.1,3281844,Q5F763,fig|242231.10.peg.1556,NEIS1592
NGO1324,YP_208387.1,3281883,#N/A,fig|242231.10.peg.1558,NEIS1593
NGO1325,YP_208388.1,3281818,Q5F761,fig|242231.10.peg.1559,NEIS1594
NGO1327,YP_208389.1,3281931,Q5F760,#N/A,#N/A
NGO1328,YP_208390.1,3281927,Q5F759,fig|242231.10.peg.1562,NEIS1595
NGO1329,YP_208391.1,3282024,Q5F758,fig|242231.10.peg.1563,NEIS1596
NGO1330,YP_208392.1,3282042,Q5F757,fig|242231.10.peg.1564,NEIS1597
NGO1331,YP_208393.1,3282016,Q5F756,fig|242231.10.peg.1565,NEIS1598
NGO1332,YP_208394.1,3282043,Q5F755,fig|242231.10.peg.1566,NEIS1599
NGO1333,YP_208395.1,3282022,Q5F754,fig|242231.10.peg.1567,NEIS1600
NGO1334,YP_208396.1,3282046,Q5F753,fig|242231.10.peg.1568,NEIS1601
NGO1335,YP_208397.1,3282013,Q5F752,fig|242231.10.peg.1569,NEIS1602
NGO1336,YP_208398.1,3282039,Q5F751,fig|242231.10.peg.1570,NEIS1603
NGO1337,YP_208399.1,3282034,Q5F750,fig|242231.10.peg.1571,NEIS1604
NGO1338,YP_208400.1,3281928,Q5F749,fig|242231.10.peg.1572,NEIS1605
NGO1339,YP_208401.1,3281930,Q5F748,fig|242231.10.peg.1573,NEIS1606
NGO1340,YP_208402.1,3282064,Q5F747,fig|242231.10.peg.1574,NEIS1607
NGO1341,YP_208403.1,3282056,Q5F746,fig|242231.10.peg.1576,NEIS1608
NGO1342,YP_208404.1,3282050,Q5F745,fig|242231.10.peg.1578,#N/A
NGO1343,YP_208405.1,3282054,Q5F744,fig|242231.10.peg.1579,NEIS2494
NGO1344,YP_208406.1,3282014,Q5F743,fig|242231.10.peg.1580,NEIS1610
NGO1345,YP_208407.1,3282543,Q5F742,fig|242231.10.peg.1581,NEIS1611
NGO1346,YP_208408.1,3282513,Q5F741,fig|242231.10.peg.1582,NEIS1613
NGO1347,YP_208409.1,3282271,#N/A,fig|242231.10.peg.1583,NEIS1614
NGO1348,YP_208410.1,3281112,#N/A,fig|242231.10.peg.1584,#N/A
NGO1349,YP_208411.1,3282006,#N/A,fig|242231.10.peg.1585,#N/A
NGO1350,YP_208412.1,3282055,#N/A,fig|242231.10.peg.1589,#N/A
NGO1352,YP_208413.1,3281082,#N/A,fig|242231.10.peg.1591,#N/A
NGO1353,YP_208414.1,3282492,#N/A,fig|242231.10.peg.1592,NEIS1618
NGO1354,YP_208415.1,3282072,Q5F734,fig|242231.10.peg.1593,NEIS1619
NGO1355,YP_208416.1,3282052,Q5F733,fig|242231.10.peg.1595,NEIS1622
NGO1357,YP_208417.1,3282062,Q5F732,fig|242231.10.peg.1598,NEIS1624
NGO1358,YP_208418.1,3282370,Q5F731,fig|242231.10.peg.1599,NEIS1625
NGO1359,YP_208419.1,3282522,#N/A,fig|242231.10.peg.1600,#N/A
NGO1360,YP_208420.1,3282241,Q5F729,fig|242231.10.peg.1601,NEIS1629
NGO1361,YP_208421.1,3282487,#N/A,fig|242231.10.peg.1602,#N/A
NGO1362,YP_208422.1,3282437,Q5F727,fig|242231.10.peg.1603,NEIS2976
NGO1363,YP_208423.1,3282457,Q5F726,fig|242231.10.peg.1604,NEIS1632
NGO1364,YP_208424.1,3282529,Q5F725,fig|242231.10.peg.1605,NEIS1633
NGO1365,YP_208425.1,3282559,Q5F724,fig|242231.10.peg.1606,NEIS1634
NGO1366,YP_208426.1,3281546,Q5F723,fig|242231.10.peg.1607,NEIS1635
NGO1367,YP_208427.1,3281677,#N/A,fig|242231.10.peg.1608,NEIS1636
NGO1368,YP_208428.1,3281186,Q5F721,fig|242231.10.peg.1609,NEIS1637
NGO1369,YP_208429.1,3282239,Q5F720,fig|242231.10.peg.1610,NEIS1638
NGO1370,YP_208430.1,3281374,Q5F719,fig|242231.10.peg.1612,NEIS1639
NGO1371,YP_208431.1,3282544,#N/A,fig|242231.10.peg.1614,#N/A
NGO1372,YP_208432.1,3282495,Q5F717,fig|242231.10.peg.1615,NEIS2852
NGO1373,YP_208433.1,3282491,Q5F716,fig|242231.10.peg.1616,NEIS1643
NGO1374,YP_208434.1,3281484,Q5F715,fig|242231.10.peg.1617,NEIS1645
NGO1375,YP_208435.1,3281495,Q5F714,fig|242231.10.peg.1618,NEIS1646
